Usuario,Año,NumPreguntas,TotalRespuestas,TotalComentarios,MediaRespuestas,MaxRespuestas
Alexander Montenegro Fernandez,2020,1,0,3,0.0,0
Anibal Dams,2020,2,1,4,0.5,1
evans,2020,1,2,2,2.0,2
Vi-dot1,2020,3,3,2,1.0,1
Michel Novellino,2020,1,1,0,1.0,1
Emilio Hurtado,2020,1,0,2,0.0,0
leonardo-potes,2020,1,1,0,1.0,1
Kevin Misael Rodríguez Chávez,2020,1,0,2,0.0,0
Kam1,2020,1,1,11,1.0,1
sasuke39,2020,1,1,0,1.0,1
bemoba1437,2020,4,2,4,0.5,1
David Escariz,2020,1,0,0,0.0,0
David T,2020,1,1,0,1.0,1
Leo Carpinteyro,2021,2,3,0,1.5,2
Orion,2021,6,5,13,0.83,2
Jaime Jimenez Santos,2021,2,2,3,1.0,1
Susana Gonzalez,2021,1,1,1,1.0,1
00frank,2021,2,3,1,1.5,2
agricolaparra,2021,1,0,5,0.0,0
Jose viña,2021,1,0,3,0.0,0
Chris,2021,4,5,17,1.25,2
Fatima Jimenez Sandoval,2021,3,0,23,0.0,0
Julian Lopez,2021,2,1,3,0.5,1
Nicolas,2021,2,2,0,1.0,1
Axel Valles,2021,1,1,0,1.0,1
Agustin Berna,2021,1,1,0,1.0,1
Alejandro Navarro,2021,1,0,9,0.0,0
Nec,2021,1,1,1,1.0,1
Angie V,2021,1,1,0,1.0,1
Patricio Suazo,2021,1,1,3,1.0,1
Carlos del juez,2021,1,1,0,1.0,1
Isaías Carreño G,2021,1,0,0,0.0,0
Henry,2021,3,4,0,1.33,2
Eduardo V,2021,1,1,2,1.0,1
mnsperez97,2021,7,8,11,1.14,2
Gurpreet Singh,2021,1,0,4,0.0,0
Jon Tiro,2021,1,1,1,1.0,1
Miguel Guadalupe Lugo Moreno,2021,1,1,3,1.0,1
Rosy Lizbett,2021,1,0,5,0.0,0
Pompeyo,2021,1,1,8,1.0,1
joseph l,2021,1,1,2,1.0,1
Carlos Al,2021,1,1,1,1.0,1
Isaac Morales Guajardo,2021,1,1,1,1.0,1
Moises Laureano,2021,1,0,11,0.0,0
Learning TI Learning TI,2021,1,0,2,0.0,0
Cesar Jehiel,2021,1,1,3,1.0,1
Lennon Garcia,2021,2,3,5,1.5,2
Víctor Rodríguez Martín,2021,1,1,2,1.0,1
Eduardo Casas,2021,1,1,1,1.0,1
Ransomware,2021,1,2,1,2.0,2
Rikelo,2021,1,0,0,0.0,0
mez409,2021,1,2,1,2.0,2
Oscar Navarrete,2021,1,1,0,1.0,1
Arley Restrepo,2022,1,0,2,0.0,0
agustin maldonado,2022,1,1,0,1.0,1
Spewee,2022,1,1,7,1.0,1
Zseb,2022,4,3,20,0.75,1
Alvaro Garzón,2022,1,0,5,0.0,0
Fernando Primo Forgioni,2022,1,0,5,0.0,0
AvocadoToast,2022,13,15,18,1.15,2
Julioelcortito,2022,1,2,2,2.0,2
NicolasHtk,2022,1,0,2,0.0,0
Carlos Bravo,2022,2,1,6,0.5,1
PatasDeRobot,2022,3,3,2,1.0,2
Feijoo_Progamming_Enterprise,2022,4,5,16,1.25,2
Ignacio Sepúlveda,2022,1,0,5,0.0,0
Una Naranja,2022,1,1,8,1.0,1
Kerly Castro Basurto,2022,1,1,0,1.0,1
Facu,2022,3,0,12,0.0,0
Shesus,2022,2,2,1,1.0,1
Kevin Marshall,2022,1,0,0,0.0,0
Mauricio.M,2022,1,0,1,0.0,0
IvanJ,2022,2,1,14,0.5,1
Yorman Ramos,2022,1,2,2,2.0,2
Jose Luis Pinto Ballesteros,2022,1,0,2,0.0,0
user288415,2022,3,2,4,0.67,1
Tamos Locos o Que,2022,1,0,3,0.0,0
RobertoNoob,2022,1,0,3,0.0,0
Jearvarldor,2022,1,1,2,1.0,1
Juan Garcia,2022,1,2,11,2.0,2
TimeTravel_0,2022,2,1,2,0.5,1
Laura Villalobos,2022,1,1,1,1.0,1
Juanma Cantero,2022,1,1,0,1.0,1
Victor Cedeño,2022,1,1,0,1.0,1
juangarcia,2022,1,0,3,0.0,0
dasmorphy,2022,1,1,0,1.0,1
Roger bunny,2022,1,1,1,1.0,1
Mariano Piriz,2022,1,1,0,1.0,1
Luis Altamirano Pizarro,2022,1,0,2,0.0,0
Omar Medina,2022,2,3,4,1.5,2
Dardo Leguizamón,2022,1,0,2,0.0,0
user303814,2022,1,1,1,1.0,1
Sergio Avilés,2022,1,2,0,2.0,2
maricover,2022,4,5,8,1.25,2
Lorenzo Romero,2022,1,1,0,1.0,1
Magda,2022,1,1,10,1.0,1
Krabel,2022,1,1,1,1.0,1
Marta_2245,2022,3,2,11,0.67,1
Dalmiro Henao,2022,1,0,2,0.0,0
pank,2022,1,0,2,0.0,0
El Argento,2022,3,4,2,1.33,2
Paco Moreno Navarro,2022,1,0,3,0.0,0
Axel Osiris,2022,4,5,9,1.25,2
Joel Torres Villena,2022,1,1,3,1.0,1
Afortiz,2022,1,1,2,1.0,1
Adriceb_02,2022,1,0,0,0.0,0
E.Rawrdríguez.Ophanim,2023,2,2,4,1.0,2
Miguel Ernesto Lorente,2023,1,0,2,0.0,0
David081,2023,3,1,11,0.33,1
Oscar,2023,4,4,4,1.0,3
Haziel,2023,1,0,1,0.0,0
Juange94,2023,1,0,2,0.0,0
Liberty Prime,2023,1,0,0,0.0,0
edgar cruz,2023,1,1,2,1.0,1
user1798310,2023,8,5,5,0.63,2
Jose Torres,2023,1,0,0,0.0,0
Sallaka,2023,1,0,3,0.0,0
Rodrigo Benavides,2023,6,4,5,0.67,1
hefe,2023,3,2,1,0.67,1
Natalias,2023,8,7,6,0.88,2
Fabian Yepes,2023,1,0,2,0.0,0
Alexandro Pineda,2023,1,0,1,0.0,0
enzo fernandez,2023,2,1,3,0.5,1
Senbi,2023,1,0,2,0.0,0
Erik Serna Vite,2023,1,0,0,0.0,0
Nery,2023,3,3,2,1.0,1
montañana amilcar,2023,1,0,7,0.0,0
Desger 2637F,2023,1,0,13,0.0,0
Meto,2023,1,0,2,0.0,0
Enmanuel de Jesus,2023,4,5,10,1.25,2
David Florez Quintero,2023,2,1,4,0.5,1
Leandro Locani,2023,2,1,3,0.5,1
Jesus_jbs,2019,7,8,10,1.14,2
Edisson Andres Garcia,2019,1,1,3,1.0,1
iHack,2019,1,0,10,0.0,0
JaviGhost,2019,2,1,2,0.5,1
Crow,2019,1,0,0,0.0,0
Christian Hernandez,2020,1,1,1,1.0,1
Carlos Ariza,2020,1,0,3,0.0,0
Eduardo pacompia,2020,1,1,1,1.0,1
david.alun,2020,1,1,0,1.0,1
Matias Debon,2020,1,0,4,0.0,0
Guillermo Ramirez,2020,1,1,0,1.0,1
Romomo1109,2020,1,1,2,1.0,1
user200758,2020,1,1,0,1.0,1
ferran,2020,1,1,0,1.0,1
user208005,2021,1,0,4,0.0,0
Barbara ZF,2021,1,0,2,0.0,0
JM Trinidad,2021,1,0,3,0.0,0
SleepWritten,2021,1,0,4,0.0,0
slokersillo,2021,3,4,15,1.33,2
Mathias,2021,2,1,3,0.5,1
Brandon Eroza,2021,1,1,0,1.0,1
Alejandro Mangialardi,2021,1,1,0,1.0,1
TTV golduck06,2021,1,1,2,1.0,1
user2120009,2021,1,2,1,2.0,2
Andre Gamero Calle,2021,1,0,2,0.0,0
ato1905,2021,1,0,7,0.0,0
CharlyMo,2021,3,5,6,1.67,2
Chapa,2021,2,1,7,0.5,1
Diego Testa,2022,2,0,6,0.0,0
German,2022,3,0,9,0.0,0
TALBARA,2022,3,0,17,0.0,0
j0cp3rd0m0,2022,1,0,2,0.0,0
Ruslan López,2022,10,10,9,1.0,2
Music CRC,2022,1,0,1,0.0,0
Nicolas Warrior,2022,1,1,2,1.0,1
cbmiguel13,2022,2,3,3,1.5,2
Juan Pablo Arias Duque,2022,2,0,6,0.0,0
Superchicken,2022,1,1,3,1.0,1
LPZadkiel,2022,1,1,4,1.0,1
Josue Gomez Gomez,2023,1,0,2,0.0,0
Coors,2023,1,0,0,0.0,0
EFF,2023,1,0,1,0.0,0
a velo,2023,2,1,3,0.5,1
sebastian galleguillos,2023,1,1,0,1.0,1
PrincessOfWater,2023,3,1,12,0.33,1
pablooooo,2023,1,1,0,1.0,1
Octavio Benavidez,2023,1,0,2,0.0,0
Manuela Lopera,2023,1,0,2,0.0,0
César Lozano,2023,2,0,4,0.0,0
harriroot,2016,9,11,24,1.22,2
Ricardo Cantillo Lopez,2016,1,1,0,1.0,1
Guille,2016,1,1,1,1.0,1
Raudel,2016,2,2,8,1.0,1
Meyado,2016,2,2,6,1.0,1
Ray,2016,3,3,13,1.0,2
MariaF,2016,1,1,0,1.0,1
Ali Mendoza,2016,1,2,2,2.0,2
Omar Paniagua,2016,1,3,0,3.0,3
jose climent penades,2016,2,1,3,0.5,1
Francisco Andrade,2016,1,2,0,2.0,2
Eder Ditmar Rocca Alvarez,2016,1,2,1,2.0,2
Ramón Rivera,2016,1,1,0,1.0,1
Yasser Batas,2016,1,3,1,3.0,3
toto28,2016,2,2,0,1.0,1
Edison Rave,2016,1,0,0,0.0,0
DANIEL LUCUMI,2016,1,2,0,2.0,2
Kane O,2016,1,3,7,3.0,3
Juan Romero,2016,2,2,0,1.0,1
Felipe Ochoa,2016,1,1,5,1.0,1
douglas,2016,1,1,3,1.0,1
jam,2016,3,3,11,1.0,1
Julian,2017,7,6,6,0.86,2
Carlos Sánchez,2017,3,5,1,1.67,3
MiguelGG,2017,1,1,0,1.0,1
CarlOSX,2017,2,3,1,1.5,2
Felipe Toloza,2017,6,8,16,1.33,4
Pvaldez,2017,1,1,1,1.0,1
Hugo Flores,2017,2,2,0,1.0,1
Ignacio Moraga,2017,1,1,1,1.0,1
Angel Grullon,2017,5,4,14,0.8,2
Agustin Cocciardi,2017,2,2,5,1.0,1
Rodrigo Hackz Exploitz,2017,2,2,14,1.0,1
sally,2017,1,1,3,1.0,1
Zerart,2017,2,1,11,0.5,1
pathsoldier,2017,1,1,6,1.0,1
Dimas Travieso,2017,5,9,7,1.8,3
jordisec,2017,3,3,7,1.0,1
Erick Muñoz,2017,2,2,6,1.0,1
Marcelo R,2017,1,4,2,4.0,4
Andres Gutierrez,2017,1,1,3,1.0,1
eduard ruiz figols,2017,1,1,0,1.0,1
user51683,2017,1,1,3,1.0,1
Karla,2017,1,1,0,1.0,1
Fito Elizondo,2017,2,2,8,1.0,2
Diego Sanchez Strange,2017,1,2,2,2.0,2
Alejandro Lopez,2017,1,2,0,2.0,2
AFS,2017,1,2,3,2.0,2
Hector Paez,2017,3,3,4,1.0,1
Ing. Luis Elvira,2017,1,1,1,1.0,1
Alejandro Garcia Serna,2017,1,0,3,0.0,0
Yei Yei Padilla,2017,1,1,2,1.0,1
Marvin Morales,2017,12,16,47,1.33,4
Python241820,2017,1,1,2,1.0,1
Vidal,2017,4,4,3,1.0,1
Ayrton Axel,2017,3,5,4,1.67,3
Eloy,2017,1,0,9,0.0,0
Jonathan Valle,2017,1,2,4,2.0,2
Omar Otero Arauko,2017,1,1,0,1.0,1
José Miguel Viña,2017,3,3,12,1.0,1
Joel Caballero,2017,3,2,19,0.67,1
david garcia,2017,1,0,9,0.0,0
May McFly,2017,1,0,2,0.0,0
drvfn,2017,1,0,0,0.0,0
Raphael Aicrag Zoñum,2018,1,2,0,2.0,2
O'neil Ospina,2018,1,1,0,1.0,1
Adrian Segura,2018,2,3,4,1.5,2
Zekirak,2018,4,1,16,0.25,1
Jorge castillo,2018,2,2,5,1.0,2
pyring,2018,17,22,36,1.29,3
antonio,2018,3,3,2,1.0,1
Morganio,2018,5,6,10,1.2,3
Alba López,2018,1,1,5,1.0,1
outsider,2018,9,13,10,1.44,3
Germán Martínez,2018,4,3,7,0.75,2
Wicho Reyes,2018,1,2,0,2.0,2
DALM10,2018,3,4,4,1.33,2
sergio hernandez,2018,2,2,4,1.0,1
Belen,2018,1,1,0,1.0,1
Jorge Herrera,2018,2,1,9,0.5,1
GHerreraZ,2018,4,4,14,1.0,2
LPSoldier19,2018,3,0,15,0.0,0
jmardz,2018,1,1,0,1.0,1
juanito,2018,3,6,2,2.0,3
Cris Gonzales,2018,1,1,1,1.0,1
Javier Valdez,2018,1,1,1,1.0,1
Álex P.,2018,1,1,0,1.0,1
BraianWenger,2018,1,0,2,0.0,0
David Morales Vega,2018,1,1,1,1.0,1
Furude,2018,1,1,1,1.0,1
Risker,2018,1,0,2,0.0,0
wico,2018,2,3,7,1.5,2
Harvey66,2018,7,7,7,1.0,2
Antonio Fernandez,2018,2,8,20,4.0,5
berniBean,2018,2,1,2,0.5,1
Miguel G,2018,2,2,2,1.0,2
Jhonse,2018,1,1,1,1.0,1
Leandro Ricardo,2018,2,2,2,1.0,1
Wilberth,2018,1,1,1,1.0,1
Camilo Ordoñez,2018,1,2,4,2.0,2
Ale Ngc,2018,1,0,1,0.0,0
dTobon,2018,1,1,0,1.0,1
Nelson Alegría Bello,2018,1,0,4,0.0,0
Armando Suarez,2018,1,2,3,2.0,2
Mauricio Albrechtt,2018,2,1,3,0.5,1
David Guzman,2018,1,1,10,1.0,1
Javier Montoliu,2018,1,0,3,0.0,0
sergio rodriguez,2018,3,2,2,0.67,1
Ricardo Zevallos,2018,1,1,5,1.0,1
Dulce Lemus,2018,1,1,4,1.0,1
michel perez,2018,2,1,4,0.5,1
Cperea,2018,1,1,3,1.0,1
Edns,2018,1,1,9,1.0,1
Jonathan,2019,31,31,80,1.0,2
Chehin,2019,2,1,3,0.5,1
Tanis,2019,1,1,2,1.0,1
LuisMB92,2019,2,2,5,1.0,2
Kenny Barrera,2019,5,6,19,1.2,2
EduL,2019,1,1,0,1.0,1
chalence,2019,1,0,4,0.0,0
Gerardo Macero,2019,1,1,11,1.0,1
Itsvan Moreno,2019,12,18,14,1.5,4
Ivan Gil,2019,1,0,0,0.0,0
Jeisson Hernandez,2019,2,2,1,1.0,1
Ambiorix Tejada,2019,1,4,0,4.0,4
mari carmen,2019,1,3,1,3.0,3
ailoher,2019,2,2,2,1.0,1
Katiuska Marín,2019,2,2,3,1.0,1
Jorge Gomez,2019,2,3,3,1.5,2
Daniel Click,2019,1,1,0,1.0,1
Alejandro BG,2019,1,1,2,1.0,1
David Calcena,2019,1,0,2,0.0,0
Hozanno Raphael R. Coelho,2019,2,2,1,1.0,1
Myk FLr,2019,1,0,9,0.0,0
Quintero Deivy,2019,2,1,10,0.5,1
Berni,2019,1,1,0,1.0,1
heart,2019,1,1,2,1.0,1
BetoEsVa,2019,1,0,0,0.0,0
mpaladino,2019,1,1,0,1.0,1
Cristopher Orozco,2019,1,1,3,1.0,1
JRom,2019,1,0,0,0.0,0
Anderson Durango,2019,1,2,6,2.0,2
francohacker,2019,1,1,0,1.0,1
Francisco Freyre,2019,2,1,7,0.5,1
Tomas Varas,2019,2,0,8,0.0,0
NataliaPC,2019,1,0,3,0.0,0
Martin Poblet,2019,1,1,2,1.0,1
Enric Gil,2019,3,2,4,0.67,1
D.rm,2019,1,1,0,1.0,1
martinnm,2019,1,1,2,1.0,1
Henry97,2019,1,1,9,1.0,1
Beckler,2019,1,1,1,1.0,1
Pepe Hdez,2019,1,1,2,1.0,1
JailBreakRex,2019,4,8,4,2.0,4
Luis Milla,2019,2,5,2,2.5,4
GDavila,2020,5,8,7,1.6,3
Matias Manzanzani,2020,1,1,0,1.0,1
luis angel,2020,1,1,1,1.0,1
Jordi Marti,2020,1,1,0,1.0,1
Victor Vasilyev,2020,2,2,1,1.0,1
jesus cabrera,2020,3,1,18,0.33,1
Tavo Qg,2020,4,4,4,1.0,1
pwnaz,2020,6,8,9,1.33,3
Juan Jose Estrella,2020,2,1,5,0.5,1
Intento_de_programador,2020,7,7,14,1.0,2
Lou,2020,1,2,4,2.0,2
Edgar Chacin,2020,7,10,7,1.43,3
naumb,2020,4,3,11,0.75,1
Elizabeth,2020,3,4,10,1.33,2
master_Alcadio,2020,1,1,2,1.0,1
Luis Gargallo Alarcos,2020,1,1,2,1.0,1
Saioa Iñigo,2020,1,1,4,1.0,1
Sergio Ibañez,2020,1,1,0,1.0,1
renny sanchez,2020,1,1,0,1.0,1
user161671,2020,1,1,2,1.0,1
rodrigo arturo,2020,8,4,32,0.5,1
Javier Serna,2020,1,1,1,1.0,1
Sadid Leonardo,2020,1,1,0,1.0,1
PachaQteK,2020,1,0,2,0.0,0
Sergio Javier Ayaque Cruz,2020,4,4,1,1.0,1
knull dvoid,2020,1,1,1,1.0,1
Jorge Eduardo Ovington,2020,2,5,1,2.5,3
Angel Vargas,2020,2,0,12,0.0,0
Invitado con problema con None,2020,1,1,0,1.0,1
Enzo Tribiani,2020,1,2,2,2.0,2
Juan Salas,2020,2,1,0,0.5,1
Andrés Domínguez,2020,6,5,8,0.83,1
Willy616,2020,2,2,5,1.0,2
Javier Saceda,2020,3,2,8,0.67,1
z3nth10n,2020,1,0,0,0.0,0
Mario Alberto,2020,1,2,0,2.0,2
natogua,2020,6,5,8,0.83,1
elbio,2020,2,0,8,0.0,0
EmilianoScolaro,2020,2,3,2,1.5,2
Jonathan Avila Huamolle,2020,2,3,7,1.5,2
Hades,2020,2,3,9,1.5,2
lucas racca,2020,1,0,1,0.0,0
David Gómez Pinto,2020,1,1,0,1.0,1
KennyAli,2020,24,24,39,1.0,2
Enrique Flo Jimeno,2020,3,4,0,1.33,2
Ismael Peralta,2020,1,1,3,1.0,1
jesus curreri,2020,3,8,14,2.67,3
anyam,2020,1,1,1,1.0,1
Pablo Lozanop,2020,1,0,0,0.0,0
papitas,2020,2,4,1,2.0,2
Juan Medicis,2020,1,2,0,2.0,2
Galpaccru,2020,1,2,2,2.0,2
Isaias Sosa,2020,2,1,6,0.5,1
code_flife4,2020,1,1,0,1.0,1
Lalo Miguel,2020,6,6,9,1.0,3
Edier Guierrez,2020,1,1,1,1.0,1
Root2,2020,1,1,0,1.0,1
dsx,2020,1,1,2,1.0,1
cristhian dg,2021,3,1,19,0.33,1
EvitaCS,2021,1,0,3,0.0,0
Arturo,2021,6,7,9,1.17,2
Joe,2021,1,1,3,1.0,1
alivier zapata,2021,1,0,2,0.0,0
Moisés Falcón Calzadilla,2021,4,5,1,1.25,2
Roy,2021,6,7,17,1.17,2
Violeta Martínez,2021,1,1,0,1.0,1
Albaroz,2021,1,2,6,2.0,2
bell,2021,1,0,0,0.0,0
uland,2021,7,9,19,1.29,4
Santiago Trujillo Terán,2021,2,2,6,1.0,1
Jefferson,2021,1,1,1,1.0,1
Hector Waldmann,2021,1,0,4,0.0,0
Christian Flores,2021,2,0,2,0.0,0
flony,2021,1,1,1,1.0,1
Alexander Gutierrez,2021,1,0,2,0.0,0
programadork100,2021,1,1,2,1.0,1
Ravendawn 37383,2021,1,1,4,1.0,1
Nairobi Nivar,2021,1,0,5,0.0,0
Daniel Medina Tariba,2021,2,2,4,1.0,2
vilcheee,2021,1,1,1,1.0,1
diego puerta,2021,1,0,4,0.0,0
byte96,2021,1,0,1,0.0,0
Jabel Garcia,2021,1,2,2,2.0,2
Orlando Merayo Maceda,2021,2,2,3,1.0,1
Shura,2021,2,2,0,1.0,2
Carlos Jaramillo,2021,4,4,15,1.0,2
carlos_reyes32,2021,2,1,3,0.5,1
Federico Gon,2021,1,1,1,1.0,1
Marv,2021,1,0,0,0.0,0
Humberto Arciniega,2021,1,1,0,1.0,1
Jhon Stiven,2021,1,1,8,1.0,1
Percy Acosta,2021,1,0,0,0.0,0
Mahicol Castillo,2021,1,0,3,0.0,0
Sergio Tejera,2021,2,2,1,1.0,1
RICARDO MEDINA,2021,1,1,2,1.0,1
Jose m,2021,1,0,2,0.0,0
José Carlos Muro Domínguez,2021,1,0,2,0.0,0
herMa694,2021,1,1,0,1.0,1
Patricio E. Arena,2021,1,0,1,0.0,0
Birdy,2021,1,0,6,0.0,0
Python Prentice,2021,2,2,5,1.0,1
G28,2021,1,0,0,0.0,0
torRen,2021,1,1,3,1.0,1
Itachi_C137,2021,1,1,0,1.0,1
WillyKickxer,2022,1,1,4,1.0,1
Paula Fernández,2022,1,1,1,1.0,1
Hector Luis Claro Gaibao,2022,1,0,2,0.0,0
user17608147,2022,1,1,1,1.0,1
Mike AppleBerry,2022,2,1,15,0.5,1
Giuliano Cerchiara,2022,1,0,1,0.0,0
Stalinn,2022,1,0,2,0.0,0
Moises Laureano,2022,1,0,3,0.0,0
XIII,2022,1,0,4,0.0,0
ISAAC,2022,1,1,1,1.0,1
GiniTomas,2022,1,1,2,1.0,1
Cisco,2022,1,2,6,2.0,2
Sergio Durán Vega,2022,5,7,7,1.4,2
Gil Perez,2022,2,2,1,1.0,1
Federico Hidalgo,2022,1,1,0,1.0,1
Ivan Luengo,2022,1,1,0,1.0,1
Hector Noguera,2022,1,0,2,0.0,0
María Agustina Conrrero,2022,2,2,6,1.0,1
Felipe Arredondo Cardona,2022,1,2,4,2.0,2
luis Falleni,2022,1,1,2,1.0,1
johnnypk,2022,1,1,0,1.0,1
Edwin Misericordia,2022,8,8,22,1.0,3
Moisés Aray,2022,1,1,0,1.0,1
Brilosan8,2022,2,2,2,1.0,1
christian felix de la cruz,2022,1,1,0,1.0,1
Adriana,2022,2,2,1,1.0,1
The Brandok,2022,1,2,0,2.0,2
Pablo Labarca,2022,3,3,10,1.0,2
GonzaloCss,2022,1,1,0,1.0,1
Anibal Acevedo,2022,1,0,3,0.0,0
Cristobal Vasquez,2022,1,2,3,2.0,2
Yuri Solis,2022,1,0,4,0.0,0
Sheyla Barrera,2022,1,0,2,0.0,0
Aaron,2022,2,2,3,1.0,1
Jolito0487,2022,1,1,0,1.0,1
Nev,2022,3,3,3,1.0,1
Kairo Barillas,2022,1,2,0,2.0,2
Aprendiendo1312,2022,2,4,8,2.0,3
Laura Yeraldin Acevedo Hernand,2022,2,2,6,1.0,1
Leonardo Rivas,2022,1,0,2,0.0,0
Cavaco Julio,2022,1,0,5,0.0,0
Josue Lopez,2022,1,1,2,1.0,1
Julian Rodriguez,2022,1,1,0,1.0,1
Adrian Peña Cerdán,2022,1,1,3,1.0,1
Jhon Mondragon,2022,2,1,5,0.5,1
jesus sanchz,2022,1,0,0,0.0,0
Jean Gotopo,2023,2,1,5,0.5,1
Vinicio Alvarado,2023,2,2,4,1.0,1
sigfrid,2023,1,0,4,0.0,0
julianix,2023,4,2,5,0.5,1
Nezzto,2023,1,1,0,1.0,1
Iván,2023,1,0,5,0.0,0
Ectomorfus,2023,1,1,1,1.0,1
Luis Vallejos,2023,3,1,2,0.33,1
dani ruiz,2023,1,1,0,1.0,1
Jesus Maed Portales Rodriguez,2023,1,1,2,1.0,1
Supernova3245,2023,2,3,1,1.5,2
Diego Fernando,2023,1,0,1,0.0,0
Alexis Duran,2023,2,2,4,1.0,1
jeider gomez,2023,1,0,7,0.0,0
Samuel Benedetti,2023,3,6,6,2.0,3
Federico Moreira,2023,1,0,2,0.0,0
Gareth Robles,2023,1,1,0,1.0,1
Croelan Grandez Jr,2023,1,0,3,0.0,0
Edinson Sanchez,2023,1,1,1,1.0,1
J.R,2023,1,0,2,0.0,0
Sebas Carlosama,2023,1,0,1,0.0,0
Christyan Rodriguez,2023,1,1,0,1.0,1
Luis Gtz,2023,1,0,7,0.0,0
Matias Gomez,2023,1,1,2,1.0,1
YejunDev,2023,1,0,1,0.0,0
Marcos Barrientos,2023,1,0,0,0.0,0
VICENTE DANIEL PALACIOS,2023,1,0,0,0.0,0
Anderson Velasquez,2023,1,0,1,0.0,0
leonidas,2016,1,0,3,0.0,0
nmarchesotti,2018,1,1,2,1.0,1
Erain Moya,2018,9,8,27,0.89,1
Yecid Pinzon,2018,1,2,1,2.0,2
Daniel-David,2018,1,1,5,1.0,1
Daniel López Correa,2018,1,1,0,1.0,1
Frecuency Concept Art,2018,1,1,0,1.0,1
Jose Manuel,2019,1,1,0,1.0,1
Piero,2019,1,0,3,0.0,0
coffee guy,2019,1,0,3,0.0,0
Fernanda Toledo Coello,2020,2,1,0,0.5,1
Cristian Palos,2020,4,5,3,1.25,2
Ch4r_less,2020,2,0,7,0.0,0
Pablo Yrigoyen,2020,1,0,2,0.0,0
Daniel Fernández,2020,1,2,0,2.0,2
ahK6,2021,1,1,4,1.0,1
Nelson,2021,1,1,3,1.0,1
Basilio López,2021,1,1,0,1.0,1
VittoAdesso,2021,4,8,6,2.0,5
marce,2021,1,1,3,1.0,1
Carla Loza,2021,1,0,3,0.0,0
Bernardo,2021,1,0,2,0.0,0
Matias DIAZ DE OTAZU,2022,1,1,1,1.0,1
Kevin Perez Castillo,2022,1,0,0,0.0,0
Luis Cifuentes,2022,51,33,153,0.65,1
Daniel Isea,2022,1,1,1,1.0,1
Ewejnog,2022,1,1,0,1.0,1
Jill Bohaboy,2022,1,1,2,1.0,1
Obed Bustos,2022,10,7,28,0.7,2
Cristians Pestana,2022,1,1,0,1.0,1
jhonar brun,2022,1,1,3,1.0,1
Monkey D. Erick,2022,2,2,0,1.0,1
Cesar Daniel,2022,1,1,2,1.0,1
reimbox,2022,1,1,6,1.0,1
八幡神,2023,1,0,1,0.0,0
Enrique Espinosa,2023,1,0,0,0.0,0
jerex,2023,5,6,5,1.2,3
alankalepdev,2023,1,1,1,1.0,1
Óscar Gómez,2023,1,1,1,1.0,1
Frank Camilo Atencio,2023,1,0,0,0.0,0
Donjode,2023,1,0,0,0.0,0
Henry marca zeballos,2023,1,0,0,0.0,0
Yair Garcia Robles,2023,1,0,2,0.0,0
Jorge Ricardo Sanchez Cocunubo,2015,1,1,7,1.0,1
Oscar Vicente Burgoa Yujra,2016,1,2,3,2.0,2
Johnny Urdin,2016,1,1,2,1.0,1
Jose Jesus Villasmil Fermin,2016,1,1,2,1.0,1
victorl,2016,1,1,1,1.0,1
Topiltzin Hernandez Mares,2016,2,3,4,1.5,3
Aris Guimerá,2016,2,2,3,1.0,1
Max,2016,4,8,9,2.0,4
xkiros,2016,1,1,3,1.0,1
Jose Carlos Castro,2016,1,3,2,3.0,3
Pablo Ezequiel Inchausti,2016,9,17,5,1.89,3
danielctf,2016,4,3,9,0.75,1
Joe Diaz,2016,3,1,13,0.33,1
Tony Avaloz,2016,1,0,7,0.0,0
PeCaDe,2016,2,2,4,1.0,1
F.Lopez,2016,2,2,7,1.0,1
JBS,2016,4,9,20,2.25,3
alberto,2016,2,4,5,2.0,2
J. Alberto,2016,1,1,0,1.0,1
Pancho Segura,2016,1,1,1,1.0,1
J. Valerio,2016,1,4,4,4.0,4
Christian Palacios,2016,1,1,4,1.0,1
wuasaa,2016,6,15,6,2.5,4
cointreau17,2016,1,1,2,1.0,1
Marlon,2016,1,1,1,1.0,1
sebollin,2017,1,2,8,2.0,2
Esteban Vera,2017,8,13,21,1.63,3
Shinzu,2017,1,2,0,2.0,2
Merche,2017,1,1,9,1.0,1
Franco,2017,2,2,1,1.0,1
MariaJo,2017,5,8,16,1.6,3
Pablo Fradua,2017,1,0,5,0.0,0
REUS,2017,1,3,1,3.0,3
Yoxan Gonzalez,2017,1,1,2,1.0,1
Nefasto,2017,1,1,2,1.0,1
Daniel C.,2017,1,1,7,1.0,1
Alejandro Montes,2017,2,3,6,1.5,2
Jamadev,2017,1,1,1,1.0,1
K. Prendergast,2017,1,0,1,0.0,0
Poli Fack,2017,1,1,1,1.0,1
davidfernandoza,2017,1,2,1,2.0,2
RAFAEL PÉREZ GONZÁLEZ,2017,1,1,3,1.0,1
Cristian Zauco,2017,11,12,14,1.09,2
jaxonjma,2017,5,4,5,0.8,2
Isabel Gomez,2017,1,1,4,1.0,1
R.Hinostroza,2017,2,0,14,0.0,0
Erick,2017,1,1,1,1.0,1
rai,2017,3,4,6,1.33,2
Eduardo Muñoz,2017,3,3,5,1.0,1
James,2017,1,0,4,0.0,0
Emmanuel Mancillas,2017,2,2,4,1.0,1
nicolasyo1WWE,2017,1,4,5,4.0,4
